periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EarnS,Emp,EmpTotal,sEarnS,sEmp,sEmpTotal
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,237,Heavy and Civil Engineering Construction,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3870,21689,24890,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,238,Specialty Trade Contractors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3348,91946,111320,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,311,Food Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4516,64411,70963,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,312,Beverage and Tobacco Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6312,3056,3443,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,313,Textile Mills,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3220,16913,17987,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,314,Textile Product Mills,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3147,31358,33153,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,315,Apparel Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2287,3449,3893,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,316,Leather and Allied Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3162,81,98,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,321,Wood Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3194,14502,16189,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,322,Paper Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5566,19452,20340,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,323,Printing and Related Support Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3986,13714,14779,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,324,Petroleum and Coal Products Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5242,854,901,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,325,Chemical Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5677,18586,19809,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,326,Plastics and Rubber Products Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3588,19091,20809,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,327,Nonmetallic Mineral Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4215,14767,15663,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,331,Primary Metal Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4698,6069,6779,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,332,Fabricated Metal Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3481,22108,24451,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,333,Machinery Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4660,18266,20623,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,334,Computer and Electronic Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6299,9689,10246,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,335,"Electrical Equipment, Appliance, and Component Manufacturing",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5504,10447,10868,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,336,Transportation Equipment Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5553,39162,42267,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,337,Furniture and Related Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3155,9273,10166,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,339,Miscellaneous Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4866,11125,12018,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,423,"Merchant Wholesalers, Durable Goods",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6027,95533,103002,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,424,"Merchant Wholesalers, Nondurable Goods",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5293,57961,62640,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,425,Wholesale Electronic Markets and Agents and Brokers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6957,41549,46508,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,441,Motor Vehicle and Parts Dealers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3603,52993,60879,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,442,Furniture and Home Furnishings Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2420,13712,15473,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,443,Electronics and Appliance Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3266,13131,14687,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,444,Building Material and Garden Equipment and Supplies Dealers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3180,38281,43556,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,445,Food and Beverage Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1820,75995,85435,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,446,Health and Personal Care Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2795,28218,31133,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,447,Gasoline Stations,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1721,26381,31627,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,448,Clothing and Clothing Accessories Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1412,40523,46776,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1538,17587,19666,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,452,General Merchandise Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1794,103380,113355,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,453,Miscellaneous Store Retailers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2098,20497,24105,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,454,Nonstore Retailers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3222,8956,10043,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,481,Air Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6195,43380,50536,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,482,Rail Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3109,12,12,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,483,Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5267,346,392,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,484,Truck Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3268,42782,49344,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,485,Transit and Ground Passenger Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2006,5477,6265,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,486,Pipeline Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,8995,397,420,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,487,Scenic and Sightseeing Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1854,330,397,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,488,Support Activities for Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3673,18590,21241,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,491,Postal Service,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1609,66,81,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,492,Couriers and Messengers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4616,17730,18858,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,493,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3242,26631,28795,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,511,Publishing Industries (except Internet),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,7060,23399,25389,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,512,Motion Picture and Sound Recording Industries,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2719,7152,9720,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,515,Broadcasting (except Internet),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,9263,12550,13337,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,517,Telecommunications,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,8024,49779,53194,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,518,"Data Processing, Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6569,6169,6849,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,519,Other Information Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6708,2545,2868,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,521,Monetary Authorities-Central Bank,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6770,1038,1053,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,522,Credit Intermediation and Related Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6058,75578,80371,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,19176,13773,15173,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,524,Insurance Carriers and Related Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6674,59348,63908,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,525,"Funds, Trusts, and Other Financial Vehicles",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,7933,1590,1722,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,531,Real Estate,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4242,36781,41314,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,532,Rental and Leasing Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3526,15309,17313,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6902,1219,1363,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,541,"Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,6064,218027,255502,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,551,Management of Companies and Enterprises,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,7575,57404,62139,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,561,Administrative and Support Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2858,251123,340501,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,562,Waste Management and Remediation Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3921,7728,8989,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,611,Educational Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3554,71137,78647,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,621,Ambulatory Health Care Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4280,154863,172603,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,622,Hospitals,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3670,129016,134931,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,623,Nursing and Residential Care Facilities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2099,56836,64505,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,624,Social Assistance,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1723,59400,69770,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,711,"Performing Arts, Spectator Sports, and Related Industries",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,4995,8632,10874,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,712,"Museums, Historical Sites, and Similar Institutions",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2050,2694,2953,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,713,"Amusement, Gambling, and Recreation Industries",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1552,26497,32360,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,721,Accommodation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2142,38876,45289,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,722,Food Services and Drinking Places,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1428,283768,356628,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,811,Repair and Maintenance,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2834,32846,39291,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,812,Personal and Laundry Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1894,33081,38971,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,2821,21465,24447,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,814,Private Households,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1876,4562,5112,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,921,"Executive, Legislative, and Other General Government Support",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,1008,,,1,5,5
