periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,EarnS,EmpTotal,sEarnS,sEmpTotal,version
Q,U,S,30,S,52,A05,0,A00,A0,A0,E0,0,0,2011,2,3823,15944,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,53,A05,0,A00,A0,A0,E0,0,0,2011,2,2402,6213,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,54,A05,0,A00,A0,A0,E0,0,0,2011,2,4283,21960,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,55,A05,0,A00,A0,A0,E0,0,0,2011,2,3717,2638,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,56,A05,0,A00,A0,A0,E0,0,0,2011,2,2390,26883,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,61,A05,0,A00,A0,A0,E0,0,0,2011,2,2297,5682,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,62,A05,0,A00,A0,A0,E0,0,0,2011,2,3294,66365,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,71,A05,0,A00,A0,A0,E0,0,0,2011,2,1496,15434,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,72,A05,0,A00,A0,A0,E0,0,0,2011,2,1270,60519,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,81,A05,0,A00,A0,A0,E0,0,0,2011,2,2085,19202,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,11,A05,0,A00,A0,A0,E0,0,0,2011,3,2588,6689,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,21,A05,0,A00,A0,A0,E0,0,0,2011,3,6730,9189,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,22,A05,0,A00,A0,A0,E0,0,0,2011,3,6871,3451,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,23,A05,0,A00,A0,A0,E0,0,0,2011,3,3712,34928,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,31-33,A05,0,A00,A0,A0,E0,0,0,2011,3,3747,19760,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,42,A05,0,A00,A0,A0,E0,0,0,2011,3,4126,17986,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,44-45,A05,0,A00,A0,A0,E0,0,0,2011,3,2303,66982,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,48-49,A05,0,A00,A0,A0,E0,0,0,2011,3,3356,12890,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,51,A05,0,A00,A0,A0,E0,0,0,2011,3,3586,8314,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,52,A05,0,A00,A0,A0,E0,0,0,2011,3,3967,16014,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,53,A05,0,A00,A0,A0,E0,0,0,2011,3,2510,6437,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,54,A05,0,A00,A0,A0,E0,0,0,2011,3,4286,21996,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,55,A05,0,A00,A0,A0,E0,0,0,2011,3,3758,2723,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,56,A05,0,A00,A0,A0,E0,0,0,2011,3,2542,29017,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,61,A05,0,A00,A0,A0,E0,0,0,2011,3,2169,5479,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,62,A05,0,A00,A0,A0,E0,0,0,2011,3,3573,67653,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,71,A05,0,A00,A0,A0,E0,0,0,2011,3,1610,15706,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,72,A05,0,A00,A0,A0,E0,0,0,2011,3,1426,65555,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,81,A05,0,A00,A0,A0,E0,0,0,2011,3,2176,19549,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,11,A05,0,A00,A0,A0,E0,0,0,2011,4,2948,5973,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,21,A05,0,A00,A0,A0,E0,0,0,2011,4,6714,9288,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,22,A05,0,A00,A0,A0,E0,0,0,2011,4,6715,3412,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,23,A05,0,A00,A0,A0,E0,0,0,2011,4,4022,31883,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,31-33,A05,0,A00,A0,A0,E0,0,0,2011,4,3897,19868,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,42,A05,0,A00,A0,A0,E0,0,0,2011,4,4451,17621,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,44-45,A05,0,A00,A0,A0,E0,0,0,2011,4,2239,66028,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,48-49,A05,0,A00,A0,A0,E0,0,0,2011,4,3764,13172,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,51,A05,0,A00,A0,A0,E0,0,0,2011,4,3539,7983,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,52,A05,0,A00,A0,A0,E0,0,0,2011,4,4357,16319,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,53,A05,0,A00,A0,A0,E0,0,0,2011,4,2643,6263,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,54,A05,0,A00,A0,A0,E0,0,0,2011,4,5265,21933,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,55,A05,0,A00,A0,A0,E0,0,0,2011,4,3909,2662,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,56,A05,0,A00,A0,A0,E0,0,0,2011,4,2569,26085,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,61,A05,0,A00,A0,A0,E0,0,0,2011,4,2242,5565,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,62,A05,0,A00,A0,A0,E0,0,0,2011,4,3634,67146,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,71,A05,0,A00,A0,A0,E0,0,0,2011,4,1514,13642,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,72,A05,0,A00,A0,A0,E0,0,0,2011,4,1270,57201,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,81,A05,0,A00,A0,A0,E0,0,0,2011,4,2178,18677,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,11,A05,0,A00,A0,A0,E0,0,0,2019,1,3026,6525,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,21,A05,0,A00,A0,A0,E0,0,0,2019,1,7907,6969,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,22,A05,0,A00,A0,A0,E0,0,0,2019,1,9865,3126,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,23,A05,0,A00,A0,A0,E0,0,0,2019,1,3863,33299,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,1,4455,23224,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,42,A05,0,A00,A0,A0,E0,0,0,2019,1,5173,18620,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,1,2611,66406,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,1,3847,14555,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,51,A05,0,A00,A0,A0,E0,0,0,2019,1,4636,6979,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,52,A05,0,A00,A0,A0,E0,0,0,2019,1,6094,17381,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,53,A05,0,A00,A0,A0,E0,0,0,2019,1,3047,6809,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,54,A05,0,A00,A0,A0,E0,0,0,2019,1,5106,25069,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,55,A05,0,A00,A0,A0,E0,0,0,2019,1,5770,2709,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,56,A05,0,A00,A0,A0,E0,0,0,2019,1,2980,22617,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,61,A05,0,A00,A0,A0,E0,0,0,2019,1,2400,6208,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,62,A05,0,A00,A0,A0,E0,0,0,2019,1,4199,76928,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,71,A05,0,A00,A0,A0,E0,0,0,2019,1,1891,13713,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,72,A05,0,A00,A0,A0,E0,0,0,2019,1,1614,64764,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,81,A05,0,A00,A0,A0,E0,0,0,2019,1,2572,20860,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,11,A05,0,A00,A0,A0,E0,0,0,2019,2,3172,8127,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,21,A05,0,A00,A0,A0,E0,0,0,2019,2,7163,7368,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,22,A05,0,A00,A0,A0,E0,0,0,2019,2,7000,3126,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,23,A05,0,A00,A0,A0,E0,0,0,2019,2,4276,38971,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,2,4328,23944,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,42,A05,0,A00,A0,A0,E0,0,0,2019,2,5073,19562,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,2,2786,69917,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,2,3911,14919,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,51,A05,0,A00,A0,A0,E0,0,0,2019,2,4622,7097,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,52,A05,0,A00,A0,A0,E0,0,0,2019,2,5132,17553,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,53,A05,0,A00,A0,A0,E0,0,0,2019,2,3093,7339,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,54,A05,0,A00,A0,A0,E0,0,0,2019,2,5305,26547,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,55,A05,0,A00,A0,A0,E0,0,0,2019,2,4610,2855,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,56,A05,0,A00,A0,A0,E0,0,0,2019,2,3177,26077,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,61,A05,0,A00,A0,A0,E0,0,0,2019,2,2679,6474,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,62,A05,0,A00,A0,A0,E0,0,0,2019,2,4327,78497,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,71,A05,0,A00,A0,A0,E0,0,0,2019,2,2016,17883,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,72,A05,0,A00,A0,A0,E0,0,0,2019,2,1716,76921,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,81,A05,0,A00,A0,A0,E0,0,0,2019,2,2725,22539,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,11,A05,0,A00,A0,A0,E0,0,0,2019,3,3367,8535,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,21,A05,0,A00,A0,A0,E0,0,0,2019,3,7249,7746,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,22,A05,0,A00,A0,A0,E0,0,0,2019,3,8029,3123,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,23,A05,0,A00,A0,A0,E0,0,0,2019,3,4462,40800,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,3,4362,24298,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,42,A05,0,A00,A0,A0,E0,0,0,2019,3,5194,19390,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,3,2812,69914,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,3,4024,15055,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,51,A05,0,A00,A0,A0,E0,0,0,2019,3,4725,7113,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,52,A05,0,A00,A0,A0,E0,0,0,2019,3,5389,17658,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,53,A05,0,A00,A0,A0,E0,0,0,2019,3,3262,7609,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,54,A05,0,A00,A0,A0,E0,0,0,2019,3,5329,26711,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,55,A05,0,A00,A0,A0,E0,0,0,2019,3,4705,2839,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,56,A05,0,A00,A0,A0,E0,0,0,2019,3,3147,27950,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,61,A05,0,A00,A0,A0,E0,0,0,2019,3,2595,6440,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,62,A05,0,A00,A0,A0,E0,0,0,2019,3,4431,79493,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,71,A05,0,A00,A0,A0,E0,0,0,2019,3,2000,18171,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,72,A05,0,A00,A0,A0,E0,0,0,2019,3,1880,79657,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,81,A05,0,A00,A0,A0,E0,0,0,2019,3,2747,22572,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,11,A05,0,A00,A0,A0,E0,0,0,2019,4,3757,7918,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,21,A05,0,A00,A0,A0,E0,0,0,2019,4,7604,7425,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,22,A05,0,A00,A0,A0,E0,0,0,2019,4,7340,3086,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,23,A05,0,A00,A0,A0,E0,0,0,2019,4,5023,38755,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,4,4699,24037,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,42,A05,0,A00,A0,A0,E0,0,0,2019,4,5584,19158,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
Q,U,S,30,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,4,2980,69145,1,1,QWI_F MT 30 1993:1-2021:4 V4.9.0 R2022Q3 qwipu_mt_20220815_1450
